country_name,channel_name,fiscal_year,constant_amount
Niger,Multilateral - United Nations Organization Redacted,2017,15640172
Eastern Europe Region,European Bank for Reconstruction and Development,2011,17203920
Eastern Europe Region,European Bank for Reconstruction and Development,2012,16885118
Iraq,International Organisation for Migration,2019,15002157
Afghanistan,"Advanced Engineering Associates International, Inc.",2004,19953052
Bangladesh,U.S. Government - U.S. Agency for International Development,2000,21634615
Guatemala,U.S. Government - Other,1957,107746479
Congo (Kinshasa),U.S. Government - Other,1968,87428571
Congo (Kinshasa),U.S. Government - Other,1964,96896770
El Salvador,U.S. Government - Millennium Challenge Corporation,2015,16061306
Indonesia,U.S. Government - Other,1961,100262123
Iraq,National Democratic Institute,2007,18264295
Iraq,Enterprise - Non United States Other,2007,18264295
Iraq,National Democratic Institute,2007,18264295
Jordan,Sorensen Gross Construction Services,2009,17689906
Tunisia,U.S. Government - Other,1958,104651163
Southern Asia Region,International Committee of the Red Cross,2007,18264295
Latin America and Caribbean Region,International Committee of the Red Cross,2012,16876241
Latin America and Caribbean Region,International Committee of the Red Cross,2012,16876241
World,"Pfizer, Inc.",2009,17689906
World,U.S. Government - Other,1983,33159948
Sub-Saharan Africa Region,U.S. Government - Other,1972,72135785
World,United Nations Office for Project Services,2019,14995489
Pakistan,International Resources Group Ltd.,2016,15910719
Russia,U.S. Government - Department of State,2006,18753952
Russia,U.S. Government - Department of State,2006,18753952
Afghanistan,"Chemonics International, Inc.",2013,16561305
South Africa,University of the Witwatersrand,2015,16050826
World,World Health Organisation,2010,17528237
Pakistan,Creative Associates International,2010,17525976
Afghanistan,"Chemonics International, Inc.",2015,16047743
Afghanistan,U.S. Government - Department of Defense,2016,15900835
Afghanistan,U.S. Government - Department of Defense,2016,15900835
World,U.S. Government - Department of Defense,2011,17179141
World,U.S. Government - Department of Defense,2011,17179141
World,U.S. Government - Peace Corps,2017,15614239
Afghanistan,Government of Afghanistan,2014,16227236
Nepal,U.S. Government - Other,1989,27538323
World,U.S. Government - U.S. Agency for International Development,2017,15598784
Egypt,Siemens AG,2001,21088600
Nigeria,FHI 360,2013,16527267
Cyprus,U.S. Government - U.S. Agency for International Development,1999,22021937
Iraq,Enterprise - Non United States Other,2005,19307722
Afghanistan,"Berger Group Holdings, Inc.",2008,17841166
South Africa,Right to Care (South Africa),2017,15582757
World,U.S. Government - Department of Health and Human Services,2017,15582612
Iraq,NGO - Non United States Redacted,2017,15582119
Kenya,Pathfinder International,2012,16822519
Somalia,Multilateral - United Nations Organization Redacted,2018,15250000
World,United Nations Office of the United Nations High Commissioner for Refugees,2016,15862284
World,United Nations Office of the United Nations High Commissioner for Refugees,2016,15862284
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2016,15862284
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2016,15862284
World,U.S. Government - Department of Health and Human Services,2016,15861368
Jordan,U.S. Government - Other,1989,27496844
World,United Nations Children's Fund,2002,20732775
World,United Nations Children's Fund,2002,20732775
Latin America Region,U.S. Government - Other,1980,40515546
India,U.S. Government - U.S. Agency for International Development,1996,22962796
Pakistan,Management Systems International,2014,16196463
Asia Region,Creative Associates International,2013,16508448
Afghanistan,Deloitte Touche Tohmatsu Limited,2013,16506664
Honduras,Catholic Relief Services,2018,15239729
Syria,"Blumont Engineering Solutions, Inc",2018,15239256
Europe Region,United Nations Office of the United Nations High Commissioner for Refugees,2011,17123548
Jordan,U.S. Government - Department of Defense,2016,15846682
South Africa,Anova Health Institute,2020,14632522
Jordan,DAI/Nathan Group LLC,2010,17457769
Middle East and North Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2016,15837282
Latin America Region,U.S. Government - Other,1995,23361976
Iraq,Government of Iraq,2006,18669229
Jordan,U.S. Government - Millennium Challenge Corporation,2014,16173029
Morocco,U.S. Government - Millennium Challenge Corporation,2011,17104620
Tanzania,RTI International,2013,16483376
Afghanistan,Management Sciences for Health,2009,17596254
Honduras,"Development Alternatives, Inc.",2017,15548333
Haiti,Cooperative for Assistance and Relief Everywhere,2016,15829497
Liberia,World Food Program,2016,15827887
Mozambique,Creative Associates International,2018,15216195
Sub-Saharan Africa Region,U.S. Government - Department of State,2010,17443540
Ukraine,European Bank for Reconstruction and Development,2018,15214700
World,U.S. Government - U.S. Agency for International Development,2014,16164958
World,U.S. Government - U.S. Agency for International Development,2014,16164958
Jordan,U.S. Government - Millennium Challenge Corporation,2012,16781805
Ethiopia,Catholic Relief Services,2015,15969861
Ethiopia,Catholic Relief Services,2015,15969861
Cambodia,World Food Program,2016,15823485
Cambodia,World Food Program,2018,15212698
Afghanistan,U.S. Government - Department of Defense,2012,16779369
Afghanistan,U.S. Government - Department of Defense,2012,16779369
Latin America Region,U.S. Government - Other,1981,36801355
World,World Health Organisation,2017,15539130
Somalia,Multilateral - United Nations Organization Redacted,2013,16472304
Asia Region,U.S. Government - Other,1977,50676441
Pakistan,U.S. Government - U.S. Agency for International Development,2019,14904842
Rwanda,"Chemonics International, Inc.",2014,16157322
World,U.S. Government - U.S. Agency for International Development,2017,15535847
Philippines,U.S. Government - Other,1994,23826986
Ghana,U.S. Government - Other,1990,26449200
World,U.S. Government - Department of Energy,2016,15812106
World,U.S. Government - Department of Energy,2016,15812106
Iraq,Government of Iraq,2006,18639730
Afghanistan,Central Asia Development Group,2011,17082490
Chile,U.S. Government - Other,1962,98637249
Kenya,United Nations Office of the United Nations High Commissioner for Refugees,2010,17425198
Philippines,U.S. Government - Other,1953,116119175
Zimbabwe,World Food Program,2019,14897579
Zimbabwe,Partnership for Supply Chain Management,2012,16765939
Tunisia,U.S. Government - Other,1966,92626447
World,International Committee of the Red Cross,2018,15200000
Sub-Saharan Africa Region,International Committee of the Red Cross,2017,15529219
South Africa,Right to Care (South Africa),2016,15810172
World,International Organisation for Migration,2006,18636422
Mozambique,U.S. Government - Millennium Challenge Corporation,2008,17772267
World,U.S. Government - U.S. Agency for International Development,1999,21929571
Iraq,"Berger Group Holdings, Inc.",2009,17568037
Afghanistan,Enterprise - United States Other,2005,19226991
Belgium,U.S. Government - Other,1960,100883134
Pakistan,Government of Pakistan,2010,17417173
Nigeria,U.S. Government - Department of Defense,2014,16141072
World,U.S. Government - General Services Administration,2015,15947092
Europe Region,United Nations Office of the United Nations High Commissioner for Refugees,2010,17413952
Botswana,U.S. Government - Other,1978,47424290
Botswana,U.S. Government - Other,1978,47424290
Indonesia,U.S. Government - Other,1961,99541284
Central America Region,U.S. Government - Department of State,2014,16132936
Zambia,World Vision,2013,16441332
Bolivia,"Development Alternatives, Inc.",2004,19796533
World,John Snow International,2009,17546426
Marshall Islands,Government of Marshall Islands,2020,14574969
South Sudan,Catholic Relief Services,2015,15924312
South Sudan,Catholic Relief Services,2015,15924312
Afghanistan,Multilateral - United Nations Organization Redacted,2007,18105646
Afghanistan,Multilateral - United Nations Organization Redacted,2007,18105646
West Africa Region,U.S. Government - Department of State,2014,16113615
Mexico,U.S. Government - Department of Defense,2006,18597180
Mexico,U.S. Government - Department of Defense,2006,18597180
Namibia,U.S. Government - Department of Health and Human Services,2005,19173424
Jordan,"USS Cal Builders, Inc.",2011,17024863
World,CGIAR,2016,15755293
World,Population Council,2003,20225664
Somalia,Multilateral - United Nations Organization Redacted,2008,17709591
Somalia,Multilateral - United Nations Organization Redacted,2008,17709591
Georgia,U.S. Government - Department of Defense,2008,17708772
Kenya,RTI International,2019,14838716
World,"University of North Carolina, Chapel Hill",2017,15465789
World,U.S. Government - U.S. Agency for International Development,2012,16695664
Madagascar,U.S. Government - Other,1996,22795602
Iraq,Enterprise - United States Other,2010,17344950
World,U.S. Government - Department of Health and Human Services,2010,17344223
Morocco,U.S. Government - Department of Defense,2005,19144520
Morocco,U.S. Government - Department of Defense,2005,19144520
Bangladesh,CGIAR,2016,15732786
Uganda,RTI International,2017,15451760
Europe Region,U.S. Government - Department of Defense,2016,15731225
Canada,Ducks Unlimited,2012,16681869
Ethiopia,United Nations Children's Fund,2011,16992583
Sub-Saharan Africa Region,U.S. Government - Department of State,2012,16676594
Morocco,U.S. Government - Other,1977,50376541
Sierra Leone,U.S. Government - Department of Health and Human Services,2016,15724589
Haiti,"Thor Construction, Inc.",2013,16367844
Caribbean Region,U.S. Government - Department of State,2017,15439314
Ethiopia,Catholic Relief Services,2003,20178261
Ethiopia,Catholic Relief Services,2003,20178261
Iraq,"Rosenbauer America, LLC",2005,19121810
World,U.S. Government - Department of State,2007,18037357
Afghanistan,U.S. Government - Department of Defense,2008,17671042
Afghanistan,U.S. Government - Department of Defense,2008,17671042
Kyrgyzstan,International Resources Group Ltd.,2010,17320005
Morocco,U.S. Government - Other,1964,95630146
Morocco,U.S. Government - Other,1968,86285714
Mozambique,Technoserve,2018,15100000
Jamaica,U.S. Government - Other,1977,50316561
India,U.S. Government - Other,1958,103283174
Vietnam (former South),U.S. Government - Other,1967,89296274
Spain,U.S. Government - Other,1972,71192834
World,International Committee of the Red Cross,2008,17660819
Sub-Saharan Africa Region,World Food Program,2010,17310558
Uruguay,U.S. Government - Other,1960,100265604
Serbia and Montenegro (former),U.S. Government - Other,1962,97988319
World,"Camris International, Inc.",2013,16354242
Iraq,Parsons Corporation,2005,19102861
Lebanon,U.S. Government - U.S. Agency for International Development,2000,21343326
Mali,U.S. Government - Millennium Challenge Corporation,2007,18015754
Somalia,"Development Alternatives, Inc.",2013,16344527
Middle East Region,U.S. Government - Department of Defense,2017,15417445
Middle East Region,U.S. Government - Department of Defense,2017,15417445
Zimbabwe,Population Services International,2018,15088462
Dominican Republic,International Executive Service Corps,2018,15088419
Afghanistan,"Berger Group Holdings, Inc.",2010,17295910
Afghanistan,Government of Afghanistan,2011,16954795
World,U.S. Government - Millennium Challenge Corporation,2016,15691915
Mozambique,Technoserve,2013,16338406
Liberia,U.S. Government - Millennium Challenge Corporation,2019,14784656
Afghanistan,U.S. Government - Other,1990,26240431
World,U.S. Government - U.S. Agency for International Development,2008,17640384
Syria,"Chemonics International, Inc.",2017,15406931
World,FHI 360,2005,19083776
Philippines,U.S. Government - Other,1978,47071495
South Africa,FHI 360,2019,14772846
Colombia,"Chemonics International, Inc.",2016,15677455
Portugal,U.S. Government - Other,1959,101481481
Sudan,Multilateral - United Nations Organization Redacted,2017,15395648
Sudan,Multilateral - United Nations Organization Redacted,2018,15069259
World,"Chemonics International, Inc.",2018,15066026
Somalia,U.S. Government - Other,1984,31525424
Namibia,U.S. Government - Department of Health and Human Services,2017,15391984
World,World Health Organisation,2014,15999419
Benin,U.S. Government - Millennium Challenge Corporation,2007,17974215
Rwanda,U.S. Government - Department of Health and Human Services,2007,17973789
Egypt,Academy for Educational Development,2001,20801939
Afghanistan,"Chemonics International, Inc.",2015,15802902
World,University of California at Davis,2013,16303906
Dominican Republic,U.S. Government - Department of Agriculture,1999,21723495
Afghanistan,American University of Afghanistan,2017,15376352
Bolivia,U.S. Government - Other,1995,23093448
Costa Rica,U.S. Government - Other,1979,43484542
Pakistan,U.S. Government - Department of State,2010,17253051
Pakistan,U.S. Government - Department of State,2010,17253051
Ethiopia,Agriculture Cooperative Development International/Volunteers in Overseas Cooperative Assistance,2013,16299583
Iraq,FHI 360,2013,16297773
Uganda,NGO - United States Redacted,2014,15987809
Colombia,U.S. Government - Department of State,2014,15986665
Iraq,U.S. Government - Department of Defense,2005,19033156
Iraq,U.S. Government - Department of Defense,2005,19033156
Madagascar,U.S. Government - Other,1989,27118124
West Bank/Gaza,U.S. Government - Department of State,2009,17384702
Pakistan,Government of Pakistan,2010,17236043
Mongolia,U.S. Government - Millennium Challenge Corporation,2012,16582254
Ethiopia,United Nations Children's Fund,2012,16578425
Rwanda,Global Communities,2010,17230311
Europe Region,U.S. Government - Department of Defense,2017,15355537
Egypt,Deloitte Touche Tohmatsu Limited,2007,17941970
Guinea,U.S. Government - Other,1990,26146486
Asia Region,U.S. Government - Other,1978,46921636
Afghanistan,"Chemonics International, Inc.",2017,15354396
Georgia,Government of Georgia,2014,15965001
Iraq,U.S. Government - Department of State,2015,15772807
Jordan,U.S. Government - Millennium Challenge Corporation,2014,15958820
Syria,NGO - International Redacted,2015,15767668
Senegal,U.S. Government - Other,1979,43392083
Ecuador,U.S. Government - Department of State,2006,18413402
Ecuador,U.S. Government - Department of State,2005,19002947
Iraq,URS Corporation,2007,17924078
Kenya,U.S. Government - Department of Health and Human Services,2005,19000005
Latin America Region,U.S. Government - Other,1983,32531426
World,Enterprise - United States Other,2020,14414456
World,U.S. Government - Department of State,2015,15748286
Haiti,Jhpiego Corporation,2016,15602388
Ecuador,U.S. Government - Department of State,2002,20397063
Ecuador,U.S. Government - Department of State,2003,20029376
Ecuador,U.S. Government - Department of State,2002,20397063
Ecuador,U.S. Government - Department of State,2003,20029376
Ecuador,U.S. Government - Department of Defense,1977,49983339
Dominican Republic,U.S. Government - Other,1976,53590568
Dominican Republic,U.S. Government - Other,1980,39861812
Ethiopia,Pact World,2013,16246074
Colombia,"ARD, Inc.",2008,17543860
Congo (Kinshasa),NGO - United States Redacted,2012,16545334
Congo (Kinshasa),Multilateral - United Nations Organization Redacted,2019,14701558
Costa Rica,U.S. Government - Other,1993,24019215
Costa Rica,U.S. Government - Other,1988,28147870
Costa Rica,U.S. Government - Other,1990,26096033
Congo (Kinshasa),U.S. Government - Other,1968,85714286
Congo (Kinshasa),U.S. Government - Other,1965,93341630
Congo (Kinshasa),United Nations Office of the United Nations High Commissioner for Refugees,2012,16545334
Congo (Kinshasa),U.S. Government - Other,1965,93341630
Congo (Kinshasa),U.S. Government - Other,1984,31387320
Cyprus,U.S. Government - Other,1985,30376671
Cyprus,U.S. Government - Other,1987,29058504
Cyprus,U.S. Government - Other,1992,24582104
Cyprus,U.S. Government - Other,1984,31387320
Cyprus,U.S. Government - Other,1992,24582104
Cyprus,U.S. Government - Other,1982,33928975
Cyprus,U.S. Government - Other,1980,39861812
Cyprus,U.S. Government - Other,1985,30376671
Cyprus,U.S. Government - Other,1978,46831096
Cyprus,U.S. Government - Other,1984,31387320
Cyprus,U.S. Government - Other,1982,33928975
Cyprus,U.S. Government - Other,1979,43340075
Cyprus,U.S. Government - Other,1979,43340075
Cyprus,U.S. Government - Other,1987,29058504
Cyprus,U.S. Government - Other,1978,46831096
Cyprus,U.S. Government - Other,1980,39861812
Cyprus,U.S. Government - Other,1983,32509753
Cyprus,U.S. Government - Other,1983,32509753
Gambia,World Food Program,2017,15324888
Georgia,U.S. Government - Millennium Challenge Corporation,2006,18393624
Ethiopia,U.S. Government - Other,1974,63237774
West Bank/Gaza,United Nations Relief and Works Agency,2011,16857721
West Bank/Gaza,United Nations Relief and Works Agency,2014,15937102
West Bank/Gaza,"ARD, Inc.",2008,17543860
West Bank/Gaza,World Food Program,2017,15324888
Ghana,U.S. Government - Other,1970,77841204
Greece,U.S. Government - Other,1958,102599179
Greece,U.S. Government - Other,1956,109569028
Greece,U.S. Government - Other,1973,67750678
Greece,U.S. Government - Other,1974,63237774
Ghana,U.S. Government - Millennium Challenge Corporation,2007,17906172
Guatemala,U.S. Government - Department of Agriculture,1999,21648145
Guatemala,U.S. Government - Other,1993,24019215
Afghanistan,Afghanistan Reconstruction Trust Fund,2015,15746378
Afghanistan,"Chemonics International, Inc.",2014,15937102
Afghanistan,"Development Alternatives, Inc.",2015,15746378
Afghanistan,"ARD, Inc.",2010,17195919
Afghanistan,Afghanistan Reconstruction Trust Fund,2015,15746378
Afghanistan,International Relief and Development,2013,16246074
Afghanistan,"BearingPoint, Inc.",2004,19561815
Afghanistan,Multilateral Organizations - Redacted,2003,20029376
Bolivia,U.S. Government - Department of State,1988,28147870
Bolivia,U.S. Government - Department of State,1996,22593764
Armenia,U.S. Government - Other,1998,21926619
Armenia,U.S. Government - Other,1997,22199201
Bangladesh,U.S. Government - Other,1988,28147870
Chile,U.S. Government - Department of Defense,1974,63237774
Chile,U.S. Government - Other,1958,102599179
Chile,U.S. Government - Other,1970,77841204
Colombia,NGO - United States Redacted,2019,14701558
Brazil,U.S. Government - Other,1953,114591291
Bolivia,U.S. Government - Other,1996,22593764
Bulgaria,U.S. Government - Other,1993,24019215
Haiti,Government of France - Agence Francaise de Developpement,2014,15937102
Haiti,International Organisation for Migration,2010,17195919
Haiti,Government of France - Agence Francaise de Developpement,2014,15937102
Haiti,U.S. Government - Other,1986,29708853
Haiti,U.S. Government - Other,1985,30376671
Honduras,U.S. Government - Other,1989,27051398
Honduras,U.S. Government - Other,1986,29708853
Honduras,U.S. Government - Other,1984,31387320
Honduras,U.S. Government - Other,1985,30376671
Iraq,United Services,2006,18393624
Iraq,National Democratic Institute,2010,17195919
Iraq,National Democratic Institute,2010,17195919
Iraq,"Berger Group Holdings, Inc.",2012,16545334
Iraq,International Relief and Development,2005,18982536
Iraq,Management Systems International,2012,16545334
Iraq,International Relief and Development,2008,17543860
Iraq,International Relief and Development,2007,17906172
Iraq,NGO - United States Redacted,2019,14701558
Iraq,Consortium for Elections and Political Process Strengthening,2012,16545334
Iraq,Management Systems International,2012,16545334
Iraq,"Berger Group Holdings, Inc.",2008,17543860
Iraq,"Berger Group Holdings, Inc.",2010,17195919
Indonesia,U.S. Government - Millennium Challenge Corporation,2013,16246074
Indonesia,U.S. Government - Department of Agriculture,2001,20723957
Israel,U.S. Government - Other,1960,99601594
Israel,U.S. Government - Other,1958,102599179
Israel,United Israel Appeal,2014,15937102
Israel,United Israel Appeal,2013,16246074
Israel,United Israel Appeal,2013,16246074
Cote d'Ivoire,U.S. Government - Other,1990,26096033
Jordan,U.S. Government - Other,1982,33928975
Jordan,U.S. Government - Other,1966,91407678
Kenya,NGO - United States Redacted,2013,16246074
Kenya,Government of Kenya,2015,15746378
Kenya,"Fintrac, Inc.",2015,15746378
Jordan,Government of Jordan,2017,15324888
Jordan,RTI International,2017,15324888
Jordan,Government of Jordan,2017,15324888
Jordan,Creative Associates International,2011,16857721
Kenya,U.S. Government - Department of Defense,2002,20397063
Kenya,U.S. Government - Other,1987,29058504
Kenya,U.S. Government - Department of Defense,1977,49983339
Kenya,U.S. Government - Other,1981,36293249
Kenya,U.S. Government - Other,1976tq,52029136
Kenya,U.S. Government - Department of Defense,2002,20397063
Korea Republic,U.S. Government - Other,1970,77841204
Korea Republic,U.S. Government - Department of Defense,1971,74074074
Korea Republic,U.S. Government - Other,1973,67750678
Korea Republic,U.S. Government - Other,1972,70721358
Lebanon,U.S. Government - Department of Defense,1984,31387320
Lebanon,U.S. Government - Department of the Army,2007,17906172
Lithuania,U.S. Government - Other,1994,23507287
Liberia,U.S. Government - Other,1982,33928975
Liberia,U.S. Government - Other,1984,31387320
Liberia,U.S. Government - Millennium Challenge Corporation,2016,15602247
Liberia,U.S. Government - Other,1981,36293249
Liberia,U.S. Government - Other,1983,32509753
Liberia,United Nations Development Programme,2005,18982536
Liberia,United Nations Development Programme,2005,18982536
Liberia,U.S. Government - Other,1987,29058504
Malawi,World Food Program,2017,15324888
Malawi,U.S. Government - Other,1985,30376671
Malawi,World Food Program,2016,15602247
Mexico,U.S. Government - Department of State,1989,27051398
Mexico,U.S. Government - Department of State,1990,26096033
Montenegro,Government of Montenegro,2001,20723957
Montenegro,Government of Montenegro,2001,20723957
Oman,U.S. Government - Other,1982,33928975
Oman,U.S. Government - Other,1984,31387320
Oman,U.S. Government - Other,1983,32509753
Oman,U.S. Government - Other,1989,27051398
Oman,U.S. Government - Other,1985,30376671
Oman,U.S. Government - Other,1989,27051398
Morocco,U.S. Government - Other,1985,30376671
Morocco,U.S. Government - Other,1964,94996833
Morocco,U.S. Government - Department of Defense,1972,70721358
Morocco,U.S. Government - Department of Defense,1971,74074074
Senegal,U.S. Government - Other,1985,30376671
Sierra Leone,John Snow International,2015,15746378
Serbia,Enterprise - United States Other,2002,20397063
Serbia,Enterprise - United States Other,2001,20723957
Rwanda,U.S. Government - U.S. Agency for International Development,1999,21648145
Portugal,U.S. Government - Other,1975,57317539
Poland,U.S. Government - Other,1964,94996833
Philippines,U.S. Government - Other,1960,99601594
Philippines,U.S. Government - Other,1988,28147870
Philippines,U.S. Government - Other,1996,22593764
Philippines,U.S. Government - Department of State,2004,19561815
Philippines,U.S. Government - Other,1959,101010101
Philippines,U.S. Government - Department of Defense,1993,24019215
Philippines,U.S. Government - Department of State,2005,18982536
Philippines,World Vision,2011,16857721
Philippines,U.S. Government - Other,1951,121359223
Philippines,World Vision,2011,16857721
Peru,U.S. Government - Department of State,1995,23016725
Peru,U.S. Government - Other,1994,23507287
Peru,U.S. Government - Other,1977,49983339
Pakistan,Rural Support Programmes Network,2011,16857721
Pakistan,"Chemonics International, Inc.",2012,16545334
Pakistan,Multilateral - United Nations Organization Redacted,2015,15746378
Pakistan,Multilateral - United Nations Organization Redacted,2015,15746378
Pakistan,Multilateral - United Nations Organization Redacted,2011,16857721
Nigeria,U.S. Government - Other,1963,96215523
Pakistan,U.S. Government - Department of State,2002,20397063
Pakistan,U.S. Government - Other,1953,114591291
Pakistan,U.S. Government - Department of State,2002,20397063
Peru,"Chemonics International, Inc.",2008,17543860
Nigeria,Creative Associates International,2018,15000000
Nicaragua,U.S. Government - Other,1980,39861812
Nicaragua,U.S. Government - Other,1976,53590568
Nicaragua,U.S. Government - Other,1980,39861812
Syria,NGO - United States Redacted,2017,15324888
Syria,Government of Germany,2016,15602247
Syria,Government of Germany,2014,15937102
Syria,United Nations Office of the United Nations High Commissioner for Refugees,2013,16246074
Syria,Government of Germany,2014,15937102
Syria,Government of Germany,2016,15602247
Syria,U.S. Government - Other,1979,43340075
Sudan (former),International Committee of the Red Cross,2010,17195919
Sudan (former),United Nations Office of the United Nations High Commissioner for Refugees,2006,18393624
South Sudan,Multilateral - United Nations Organization Redacted,2018,15000000
South Sudan,United Nations Office of the United Nations High Commissioner for Refugees,2012,16545334
South Africa,University of the Witwatersrand,2018,15000000
Somalia,U.S. Government - Other,1983,32509753
South Africa,Anova Health Institute,2016,15602247
Somalia,U.S. Government - Other,1981,36293249
Somalia,Multilateral - United Nations Organization Redacted,2012,16545334
Somalia,Multilateral - United Nations Organization Redacted,2011,16857721
South Africa,Foundation for Professional Development (South Africa),2017,15324888
Egypt,"Chemonics International, Inc.",2005,18982536
Tunisia,U.S. Government - Department of Defense,1981,36293249
Tunisia,U.S. Government - Other,1992,24582104
Tunisia,U.S. Government - Department of Defense,1980,39861812
Turkey,United Nations Office of the United Nations High Commissioner for Refugees,2013,16246074
Tunisia,U.S. Government - Other,1985,30376671
Ukraine,Global Communities,2019,14701558
World,Comprehensive Nuclear Test-Ban Treaty Organization,2019,14701558
World,Comprehensive Nuclear Test-Ban Treaty Organization,2019,14701558
World,U.S. Government - Overseas Private Investment Corporation,2012,16545334
World,International Labour Organisation,2011,16857721
World,International Labour Organisation,2011,16857721
World,U.S. Government - Other,1977,49983339
World,U.S. Government - Other,1950,127877238
World,U.S. Government - Other,1977,49983339
World,United Nations Children's Fund,2017,15324888
World,Partnership for Supply Chain Management,2006,18393624
World,FHI 360,2010,17195919
World,"Development Alternatives, Inc.",2010,17195919
World,"University Research Co., LLC",2016,15602247
Eurasia Region,U.S. Government - Department of Defense,2003,20029376
Latin America and Caribbean Region,World Food Program,2019,14701558
Eurasia Region,U.S. Government - Other,1998,21926619
Latin America Region,U.S. Government - Other,1972,70721358
Eurasia Region,U.S. Government - Department of Defense,2003,20029376
Latin America Region,U.S. Government - Other,1967,88704908
Europe Region,U.S. Government - Department of Defense,2015,15746378
Europe Region,U.S. Government - Department of Defense,2015,15746378
Europe and Eurasia Region,U.S. Government - Department of Defense,1997,22199201
Eastern Europe Region,International Committee of the Red Cross,2000,21210407
Middle East and North Africa Region,United Nations Relief and Works Agency,2003,20029376
Middle East and North Africa Region,United Nations Relief and Works Agency,2015,15746378
Southern Asia Region,United Nations Office of the United Nations High Commissioner for Refugees,2006,18393624
Asia Region,U.S. Government - Other,1966,91407678
Central America Region,U.S. Government - Other,1976tq,52029136
World,U.S. Government - Other,1977,49983339
World,U.S. Government - Other,1976,53590568
World,University of California at Davis,2010,17195919
World,U.S. Government - Department of Defense,2008,17543860
Zambia,U.S. Government - Other,1983,32509753
Zambia,U.S. Government - Other,1982,33928975
Zambia,U.S. Government - Other,1981,36293249
Serbia and Montenegro (former),U.S. Government - Other,1956,109569028
Serbia and Montenegro (former),U.S. Government - Other,1957,105633803
Yemen,International Organisation for Migration,2018,15000000
Venezuela,U.S. Government - Other,1961,98296199
Yemen,NGO - International Redacted,2017,15324888
Uruguay,U.S. Government - Other,1968,85714286
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2000,21210407
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2013,16246074
Sub-Saharan Africa Region,International Committee of the Red Cross,2002,20397063
Sub-Saharan Africa Region,U.S. Government - Department of State,2009,17343045
Pakistan,Management Systems International,2018,15000000
Afghanistan,"Development Alternatives, Inc.",2018,15000000
Pakistan,Qavi Engineers (Pvt) Ltd,2014,15937102
Mozambique,U.S. Government - Millennium Challenge Corporation,2013,16246074
Kenya,NGO - United States Redacted,2009,17343040
Afghanistan,Multilateral - United Nations Organization Redacted,2011,16857314
Jordan,"Chemonics International, Inc.",2004,19560827
Somalia,Multilateral - United Nations Organization Redacted,2011,16856805
Russia,U.S. Government - Department of Defense,1993,24016948
Kazakhstan,U.S. Government - Department of Defense,1994,23504299
Bahrain,U.S. Government - Department of Defense,2007,17903784
Bahrain,U.S. Government - Department of Defense,2007,17903784
World,Management Sciences for Health,2016,15599560
Russia,U.S. Government - Department of Defense,1995,23012351
Afghanistan,"Chemonics International, Inc.",2003,20022700
Malawi,World Food Program,2016,15596526
Malawi,World Food Program,2016,15596526
Afghanistan,"Chemonics International, Inc.",2011,16851089
Russia,U.S. Government - Department of Defense,1997,22189103
Philippines,U.S. Government - Department of Defense,2013,16238492
Philippines,U.S. Government - Department of Defense,2013,16238492
Cameroon,World Food Program,2018,14991925
Cameroon,World Food Program,2018,14991925
World,U.S. Government - U.S. Agency for International Development,2008,17533886
Kazakhstan,U.S. Government - Department of Defense,2014,15927539
Kazakhstan,U.S. Government - Department of Defense,2014,15927539
South Africa,Futures Group Global,2014,15925701
Haiti,ESD Engineering & Services SRL,2011,16843111
Somalia,Multilateral - United Nations Organization Redacted,2009,17327090
Somalia,Multilateral - United Nations Organization Redacted,2009,17327090
Iraq,"Chemonics International, Inc.",2015,15727563
Pakistan,Government of Pakistan,2015,15727548
Oman,U.S. Government - Other,1987,29023634
Iraq,Demirer Kablo Tesisleri Sanayi Ve Ticaret A.S.,2006,18368976
Iraq,Demirer Kablo Tesisleri Sanayi Ve Ticaret A.S.,2006,18368976
Iraq,I Comport,2006,18368754
World,FHI 360,2001,20695726
World,United Nations Office for Project Services,2019,14678781
Iraq,NGO - United States Other,2019,14677051
"Korea, Democratic Republic",World Food Program,2008,17513333
"Korea, Democratic Republic",World Food Program,2008,17513333
World,U.S. Government - Department of Homeland Security,2014,15907923
Turkey,U.S. Government - Department of Defense,1972,70584630
Afghanistan,"Chemonics International, Inc.",2008,17509237
Pakistan,U.S. Government - U.S. Agency for International Development,2016,15570771
Zambia,U.S. Government - Department of Defense,2018,14964723
World,U.S. Government - Department of Defense,1997,22145923
Burma (Myanmar),U.S. Government - Other,1985,30301742
Kazakhstan,U.S. Government - Department of Defense,1994,23448263
Brazil,U.S. Government - Department of Defense,1973,67579042
Pakistan,Management Systems International,2012,16503019
Namibia,U.S. Government - Other,1995,22956882
Cyprus,U.S. Government - Other,1991,25125147
Cyprus,U.S. Government - Other,1991,25125147
South Africa,Anova Health Institute,2019,14657929
East Asia and Oceania Region,NGO - United States Other,2014,15889411
World,Jhpiego Corporation,2014,15889300
Kenya,"Development Alternatives, Inc.",2017,15277591
